year,annual-hydric-deficit
1987,195
1988,275
1989,198
1990,294
1991,148
1992,1
1993,137
1994,136
1995,105
1996,-24
1997,232
1998,262
1999,68
2000,74
2001,236
2002,-95
2003,126
2004,192
2005,-40
2006,-26
2007,140
2008,372
2009,188
2010,264
2011,-29
2012,392
2013,52
2014,245
2015,24
2016,169
