year,F1,F3,M4
,label F1,label F3,label M4
1987,119,165,0
1988,114,160,1
1989,122,163,0
1990,99,156,2
1991,112,156,1
1992,104,152,3
1993,123,165,5
1994,125,173,3
1995,113,168,0
1996,108,153,0
1997,111,156,1
1998,107,160,0
1999,120,165,0
2000,114,166,3
2001,119,164,1
2002,124,165,2
2003,101,159,2
2004,120,163,4
2005,101,158,1
2006,106,160,2
2007,107,154,2
2008,134,169,1
2009,122,167,1
2010,121,165,1
2011,108,156,3
2012,94,151,2
2013,115,161,3
2014,128,163,0
2015,114,161,2
2016,120,166,1
2016
2017,108,150,3
2018,83,148,3
2019,105,151,3
2020,107,166,3
2021,84,146,1
2022,95,149,2
2023,110,155,0
2024,106,154,2
2025,108,159,2
2026,110,157,1
2027,87,152,1
2028,99,167,4
2029,107,165,0
2030,109,156,2
2031,9,158,1
2032,106,161,0
2033,110,153,3
2034,116,160,1
2035,112,156,2
2036,113,157,1
2037,94,147,5
2038,97,147,2
2039,89,151,0
2040,108,163,1
2041,99,147,1
2042,112,163,1
2043,113,164,2
2044,104,152,3
2045,108,154,3
2046,113,153,2
