year,annual-frozen-days
1987,165
1988,161
1989,103
1990,109
1991,130
1992,123
1993,138
1994,150
1995,131
1996,147
1997,142
1998,127
1999,128
2000,104
2001,138
2002,136
2003,127
2004,147
2005,150
2006,126
2007,118
2008,99
2009,117
2010,134
2011,100
2012,126
2013,124
2014,102
2015,106
2016,126

min,40
max,180
steps,8
decimal
