year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,1021,9,-108,0
1988,981,8,-198,4
1989,1376,10,-183,1
1990,1184,9,-176,3
1991,1129,10,-326,0
1992,1020,7,-216,1
1993,1081,10,-438,0
1994,1009,10,-281,1
1995,1000,9,-135,2
1996,1132,7,-284,0
1997,1056,9,-250,0
1998,942,8,-165,1
1999,1182,9,-370,1
2000,958,8,-377,1
2001,1159,10,-231,0
2002,1204,10,-150,0
2003,970,9,-285,2
2004,1280,10,-330,0
2005,724,7,-143,7
2006,940,11,-125,3
2007,1258,11,-173,2
2008,997,9,-87,5
2009,1114,8,-244,0
2010,1113,9,-184,0
2011,1201,10,-251,1
2012,1316,9,-299,0
2013,1076,9,-206,3
2014,1091,8,-116,3
2015,1103,9,-105,0
2016,1091,9,-5,1
2016
2017,1447,11,-203,0
2018,1094,8,-261,0
2019,1192,9,-256,0
2020,999,10,-239,6
2021,1108,10,-288,0
2022,1248,9,-207,0
2023,1366,10,-402,2
2024,1183,10,-379,0
2025,1238,10,-265,0
2026,1274,9,-292,0
2027,1206,8,-315,0
2028,868,8,-276,4
2029,1022,9,-254,1
2030,1193,11,-338,0
2031,1023,8,-118,1
2032,1158,12,-170,1
2033,1209,9,-245,0
2034,1165,9,-206,0
2035,1352,10,-301,1
2036,1239,9,-265,0
2037,1357,10,-343,1
2038,1253,10,-273,0
2039,1212,11,-170,0
2040,1090,11,-209,5
2041,1119,11,-98,0
2042,958,10,-16,0
2043,1137,11,-114,2
2044,1220,10,-282,3
2045,1386,10,-203,0
2046,1412,9,-399,0
