year,A1,A2,A3
,label A1,label A2,label A3
1987,6,3997,55
1988,0,4142,19
1989,19,4389,144
1990,6,4117,76
1991,5,4067,55
1992,5,3829,37
1993,3,4246,36
1994,4,4173,49
1995,6,4214,48
1996,3,3881,55
1997,1,4001,24
1998,4,3872,42
1999,7,4231,75
2000,7,4025,54
2001,5,3957,53
2002,9,4188,79
2003,6,4023,38
2004,8,4006,79
2005,0,3984,9
2006,1,4153,26
2007,4,4235,48
2008,6,4221,60
2009,11,4164,76
2010,11,3988,68
2011,2,3653,23
2012,16,3815,110
2013,0,4034,20
2014,4,4471,44
2015,4,4165,61
2016,6,4115,47
2016
2017,9,3599,91
2018,5,3311,58
2019,6,3715,60
2020,2,3604,32
2021,4,3543,56
2022,11,3486,72
2023,6,3928,99
2024,4,3688,55
2025,14,3659,99
2026,15,3800,115
2027,11,3306,116
2028,8,3613,43
2029,5,3680,51
2030,2,3892,34
2031,1,3658,29
2032,11,3473,104
2033,7,3764,56
2034,4,3656,51
2035,14,3679,124
2036,9,3906,82
2037,12,3615,100
2038,10,3669,71
2039,6,3383,55
2040,6,4053,65
2041,3,3277,33
2042,2,3886,23
2043,15,3654,86
2044,4,3719,56
2045,26,3675,170
2046,12,3788,108

min,,2800
max,,5200
steps,,7
decimal
