year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,7,1,-141,4,1,-173,47,63,26
1988,9,2,-162,2,0,-195,43,63,75
1989,7,1,-43,4,0,-108,52,65,49
1990,2,4,-100,2,0,-166,56,82,64
1991,4,0,-146,2,3,-188,46,62,36
1992,12,1,-151,5,1,-215,37,64,77
1993,2,3,-124,4,0,-167,36,68,94
1994,14,1,-242,4,1,-330,33,48,40
1995,3,1,-157,4,0,-290,46,72,29
1996,12,3,-236,1,1,-299,44,48,85
1997,2,8,-178,6,0,-277,45,53,30
1998,8,1,-116,2,0,-175,36,73,65
1999,23,1,-235,3,3,-363,37,67,51
2000,11,0,-199,3,1,-306,43,58,50
2001,17,1,-119,2,0,-117,23,49,77
2002,14,0,-117,3,0,-197,38,68,52
2003,1,4,-130,0,0,-121,46,58,90
2004,6,0,-109,4,0,-205,42,69,59
2005,12,4,-178,1,0,-228,46,48,55
2006,12,4,-181,2,1,-222,46,52,69
2007,12,0,-97,2,1,-205,42,57,50
2008,18,2,-152,2,0,-258,43,60,51
2009,11,1,-170,5,0,-230,28,66,40
2010,15,0,-171,2,1,-250,35,66,64
2011,14,1,-169,1,1,-208,29,65,48
2012,16,1,-171,4,0,-205,31,57,50
2013,7,0,-136,2,0,-189,39,59,74
2014,11,1,-127,1,0,-171,48,49,64
2015,17,0,-124,3,2,-263,43,52,31
2016,10,0,-107,1,0,-165,49,65,67
2016
2017,18,0,-168,5,0,-263,36,37,39
2018,15,0,-219,3,0,-284,32,48,62
2019,14,0,-176,3,0,-211,19,59,77
2020,17,1,-144,2,0,-167,39,48,136
2021,28,3,-213,2,4,-301,32,49,57
2022,10,1,-152,2,0,-133,33,58,87
2023,10,0,-275,3,1,-327,39,53,50
2024,12,0,-167,2,0,-216,36,62,67
2025,7,0,-182,3,0,-185,40,54,73
2026,14,0,-213,2,0,-324,46,52,69
2027,14,0,-164,1,4,-235,26,51,86
2028,11,0,-147,1,0,-95,40,65,93
2029,13,0,-171,2,0,-262,42,35,46
2030,5,0,-229,3,0,-328,45,49,41
2031,19,3,-184,1,0,-180,30,51,100
2032,16,0,-214,3,0,-276,34,43,68
2033,4,2,-168,2,0,-65,41,55,108
2034,18,0,-148,3,0,-238,32,46,61
2035,16,0,-175,3,0,-240,36,54,85
2036,12,0,-199,2,0,-225,35,64,33
2037,28,0,-173,3,1,-262,22,48,63
2038,2,0,-187,2,0,-165,47,47,103
2039,17,0,-149,1,0,-93,35,42,137
2040,9,0,-80,3,0,-180,41,59,43
2041,6,0,-131,3,0,-229,43,64,48
2042,25,0,-160,2,0,-186,28,43,86
2043,17,2,-104,2,0,-200,32,55,44
2044,8,0,-200,2,1,-224,38,46,83
2045,12,0,-150,3,1,-237,38,44,46
2046,25,0,-182,1,0,-197,23,37,120
