year,annual-frozen-days
1987,166
1988,178
1989,133
1990,149
1991,123
1992,81
1993,161
1994,164
1995,150
1996,151
1997,169
1998,154
1999,160
2000,122
2001,155
2002,172
2003,144
2004,164
2005,153
2006,139
2007,130
2008,117
2009,164
2010,161
2011,121
2012,146
2013,140
2014,142
2015,110
2016,142
