year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,32,67,150,64
1988,72,64,196,75
1989,59,67,134,105
1990,93,41,175,105
1991,193,295,267,215
1992,253,86,223,200
1993,122,121,207,150
1994,184,164,202,123
1995,180,112,184,146
1996,60,162,202,325
1997,133,112,171,141
1998,110,168,274,222
1999,137,84,129,238
2000,123,119,286,249
2001,116,143,163,110
2002,156,167,156,111
2003,52,169,165,232
2004,115,174,212,126
2005,104,129,212,164
2006,77,102,118,269
2007,139,134,285,180
2008,186,131,180,316
2009,67,109,197,220
2010,123,163,139,140
2011,87,96,219,282
2012,175,204,268,210
2013,76,157,156,251
2014,87,210,175,125
2015,163,177,161,120
2016,194,155,238,136
