year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,10,-154,-58,29
1988,44,-200,-31,46
1989,22,-203,-109,81
1990,55,-228,-47,82
1991,151,75,40,181
1992,200,-160,-25,157
1993,90,-133,-1,123
1994,158,-85,-54,89
1995,141,-125,-58,112
1996,31,-55,-31,288
1997,90,-128,-89,110
1998,75,-52,70,192
1999,108,-158,-106,207
2000,90,-110,91,215
2001,86,-72,-79,79
2002,118,-98,-101,80
2003,13,-54,-74,200
2004,84,-61,12,99
2005,70,-102,-26,130
2006,50,-160,-171,237
2007,101,-125,59,148
2008,146,-125,-30,284
2009,36,-147,-36,192
2010,101,-84,-134,106
2011,49,-182,-19,247
2012,141,-43,53,184
2013,43,-107,-82,219
2014,46,-25,-87,94
2015,124,-56,-72,89
2016,163,-112,21,103
