year,V1,V2,V3,V9
,label V1-EMU,label V2-EMU,label V3,label V9-EMU
1987,876,7,-162,5
1988,996,7,-194,1
1989,916,7,-166,4
1990,908,7,-142,2
1991,1054,7,-204,2
1992,1161,7,-255,1
1993,930,3,-197,2
1994,999,8,-318,1
1995,975,8,-288,1
1996,1023,9,-315,6
1997,827,7,-332,6
1998,926,6,-123,3
1999,1011,7,-387,6
2000,939,5,-376,1
2001,1093,6,-119,0
2002,992,7,-197,2
2003,790,5,-27,6
2004,921,4,-181,3
2005,882,7,-245,12
2006,929,6,-247,13
2007,1086,8,-169,3
2008,1066,6,-280,6
2009,1216,6,-225,6
2010,1083,6,-265,1
2011,903,6,-197,6
2012,1170,7,-239,1
2013,959,8,-156,10
2014,825,7,-161,4
2015,1037,5,-237,1
2016,967,11,-132,0
2016
2017,1138,8,-304,0
2018,1220,9,-333,1
2019,1219,9,-168,1
2020,1192,10,-178,10
2021,1350,10,-307,5
2022,1137,10,-110,0
2023,1139,8,-353,2
2024,948,7,-187,4
2025,1042,9,-205,0
2026,1142,12,-363,1
2027,1289,9,-223,0
2028,952,6,1,3
2029,1069,8,-309,7
2030,1017,9,-330,1
2031,1380,10,-179,1
2032,1105,7,-281,1
2033,970,7,-41,4
2034,1157,8,-213,0
2035,1079,5,-239,0
2036,1119,7,-209,1
2037,1256,9,-220,1
2038,943,8,-198,1
2039,1110,9,-99,5
2040,1273,11,-143,0
2041,967,9,-186,0
2042,1311,10,-120,0
2043,1079,9,-138,1
2044,1145,10,-192,0
2045,1042,7,-248,1
2046,1262,11,-202,1

min,600,2
max,1500,14
steps,7,7
decimal
