year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-10.8,7.5,12.4,0.4
1988,-4.3,9.7,15.3,-1.6
1989,-0.6,10.7,14.4,-0.3
1990,-2.1,9.7,13.3,0.3
1991,-2.2,8.1,14.6,3.3
1992,1.6,9.5,15.7,3.3
1993,-2.9,10.1,12.7,-1.9
1994,-6.8,8.7,15.4,1.1
1995,-1.6,9.7,14.2,-1.0
1996,-7.5,7.8,14.1,1.5
1997,-3.7,8.4,15.9,-0.4
1998,-4.6,9.1,13.9,-0.6
1999,-5.6,10.8,15.3,1.5
2000,-3.0,10.3,13.7,4.0
2001,-5.2,9.8,16.0,-0.6
2002,-2.3,10.8,15.8,-4.3
2003,-6.3,8.4,15.8,1.3
2004,-5.2,9.0,15.2,0.9
2005,-5.0,9.4,15.6,1.8
2006,-7.6,10.0,16.7,3.3
2007,-3.9,10.3,15.0,2.2
2008,-1.1,10.1,13.7,2.9
2009,-4.4,9.8,15.2,-0.7
2010,-9.0,10.4,17.0,-2.7
2011,-6.8,11.1,16.7,4.1
2012,-5.4,9.4,14.9,-0.1
2013,-5.7,11.2,15.3,3.1
2014,-2.9,9.7,16.3,1.4
2015,-0.9,9.3,14.6,3.4
2016,-4.6,11.0,15.0,0.5
