year,annual-estival-days
1987,2
1988,25
1989,18
1990,4
1991,5
1992,6
1993,9
1994,18
1995,13
1996,2
1997,25
1998,4
1999,32
2000,5
2001,18
2002,28
2003,23
2004,9
2005,13
2006,34
2007,17
2008,6
2009,12
2010,41
2011,31
2012,7
2013,23
2014,39
2015,4
2016,13
