year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.5,11.1,17.2,5.2
1988,2.2,12.6,16.3,5.1
1989,3.9,11.8,16.5,4.8
1990,5.4,13.0,17.5,5.6
1991,2.5,11.0,19.0,4.5
1992,2.2,13.2,18.4,4.6
1993,2.5,14.6,16.4,4.4
1994,4.2,12.7,18.8,7.1
1995,2.4,12.0,16.8,4.9
1996,-0.1,12.7,14.9,3.9
1997,2.9,12.0,17.1,5.0
1998,3.5,13.2,16.4,4.0
1999,2.4,12.7,17.7,4.4
2000,3.0,14.0,16.4,6.6
2001,3.6,12.1,16.2,5.0
2002,4.0,13.1,16.0,6.4
2003,1.5,14.9,18.9,4.4
2004,1.7,12.7,17.6,5.2
2005,1.1,13.7,16.9,4.5
2006,0.0,13.5,18.5,7.5
2007,5.0,15.5,16.3,4.3
2008,3.4,13.6,16.3,4.6
2009,0.5,14.4,17.9,5.3
2010,0.7,12.6,16.8,3.9
2011,2.9,14.7,17.5,5.6
2012,1.8,13.6,17.3,5.3
2013,0.2,12.2,17.9,5.4
2014,3.9,13.1,16.3,6.8
2015,1.7,13.3,18.0,6.4
2016,3.6,12.8,18.3,4.5
