year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,9,143,0
1988,82,140,0
1989,86,139,0
1990,59,126,0
1991,73,140,0
1992,89,147,0
1993,65,141,0
1994,65,148,0
1995,68,140,0
1996,85,147,0
1997,92,143,0
1998,92,156,0
1999,82,143,0
2000,66,149,1
2001,76,151,0
2002,87,157,0
2003,86,144,0
2004,74,148,0
2005,83,140,0
2006,71,144,0
2007,55,124,0
2008,9,146,0
2009,89,141,0
2010,72,134,0
2011,97,146,0
2012,112,155,0
2013,84,132,0
2014,88,133,0
2015,93,143,1
2016,65,132,0
2016
2017,62,142,0
2018,63,136,1
2019,88,139,0
2020,93,147,0
2021,65,153,0
2022,61,130,0
2023,69,150,0
2024,65,131,0
2025,79,137,0
2026,58,144,0
2027,82,142,1
2028,85,139,0
2029,96,140,0
2030,65,142,0
2031,81,144,0
2032,82,147,0
2033,75,142,0
2034,62,152,0
2035,54,132,0
2036,74,142,0
2037,71,133,0
2038,59,144,0
2039,65,140,0
2040,94,144,0
2041,59,144,0
2042,70,144,0
2043,109,149,0
2044,75,144,0
2045,37,137,0
2046,69,137,0

min,,90,0
max,,190,6
steps,,11,7
decimal
