year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,12,32,48,2,13,-2,63,35,136
1988,15,28,-19,2,6,-34,71,30,163
1989,15,34,31,3,10,-30,56,51,100
1990,7,11,39,0,6,26,56,28,175
1991,3,31,9,1,12,-43,82,25,190
1992,8,30,4,2,3,-29,71,45,193
1993,1,15,-35,2,1,-40,73,47,185
1994,14,25,-3,3,4,-167,69,41,93
1995,14,24,77,3,0,91,68,37,243
1996,1,36,-15,4,6,-73,77,51,176
1997,9,32,-172,5,6,-274,49,44,173
1998,2,46,24,0,9,-5,76,38,212
1999,17,43,-83,3,6,-191,54,32,196
2000,2,24,-47,5,3,-187,84,35,172
2001,5,23,19,3,6,-60,63,52,162
2002,5,37,45,2,0,-15,64,40,155
2003,12,28,103,3,1,87,72,18,163
2004,0,28,-19,3,7,-74,77,42,188
2005,3,28,-82,0,0,27,67,42,205
2006,12,25,-48,2,13,-83,75,40,205
2007,7,21,-89,2,2,-89,58,50,198
2008,10,32,-111,3,0,-84,56,50,198
2009,20,45,13,3,10,-89,56,48,269
2010,7,26,-51,3,3,-174,63,34,123
2011,12,29,-70,3,2,-104,49,32,200
2012,5,43,14,0,5,30,70,45,191
2013,10,34,-9,2,10,-104,53,57,139
2014,9,31,-38,4,0,-119,58,32,172
2015,13,33,-28,5,10,-84,65,53,189
2016,17,24,-17,2,5,-50,51,51,143
2016
2017,10,17,-14,2,8,-116,67,24,99
2018,27,31,-90,3,1,-200,44,29,82
2019,11,29,-52,3,8,-169,57,30,152
2020,18,37,-8,1,27,-98,58,18,143
2021,12,18,-31,4,3,-152,62,31,161
2022,18,21,5,1,4,-37,52,19,113
2023,23,19,-86,1,18,-229,64,31,168
2024,8,29,2,2,1,-71,71,28,134
2025,30,17,-119,1,7,-267,33,38,120
2026,24,13,-63,0,7,-97,46,27,196
2027,28,25,-84,3,16,-293,51,26,115
2028,20,16,-31,1,2,-54,46,29,179
2029,28,28,-155,2,12,-241,36,34,76
2030,24,21,-51,0,16,-179,51,33,138
2031,11,33,-13,4,6,-108,63,27,144
2032,27,21,-88,2,13,-93,43,37,173
2033,7,19,-66,5,9,-163,73,32,141
2034,31,16,-123,4,11,-260,64,8,99
2035,27,20,-34,2,9,-112,52,38,99
2036,14,26,-32,2,9,-68,57,37,103
2037,13,21,-74,4,21,-206,57,20,166
2038,19,16,-50,4,10,-156,50,36,196
2039,8,27,-31,4,12,-158,74,39,116
2040,12,35,-3,1,18,-45,53,24,145
2041,3,21,7,0,1,-79,73,35,84
2042,8,29,-43,1,5,-177,54,31,173
2043,24,44,-29,3,8,-57,52,18,194
2044,9,26,-55,3,3,-133,67,28,115
2045,19,15,-12,4,14,-151,55,27,88
2046,15,21,-109,3,24,-128,52,28,214
