year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2529,12,-614,0
1988,2585,15,-612,0
1989,2358,11,-587,2
1990,2503,16,-664,1
1991,2748,15,-714,0
1992,2535,16,-552,2
1993,2586,14,-750,0
1994,2346,15,-691,0
1995,2221,14,-408,0
1996,2406,14,-689,2
1997,2625,15,-661,0
1998,2524,13,-578,0
1999,2359,13,-691,0
2000,2436,14,-657,0
2001,2425,14,-542,0
2002,2564,15,-599,0
2003,2551,15,-577,1
2004,2266,12,-589,0
2005,2350,13,-591,0
2006,2349,12,-582,0
2007,2401,12,-557,1
2008,2528,14,-532,0
2009,2249,14,-537,0
2010,2391,14,-548,0
2011,2423,12,-554,0
2012,2475,13,-585,2
2013,2266,11,-538,1
2014,2379,14,-491,1
2015,2500,14,-588,0
2016,2655,14,-497,0
2016
2017,2597,14,-610,0
2018,2558,17,-480,2
2019,2508,13,-579,0
2020,2641,12,-632,0
2021,2633,14,-728,1
2022,2538,14,-502,0
2023,2503,14,-617,0
2024,2407,13,-594,4
2025,2681,16,-619,0
2026,2708,14,-715,0
2027,2464,14,-628,1
2028,2535,17,-556,3
2029,2733,17,-763,1
2030,2319,14,-703,0
2031,2595,14,-602,0
2032,2620,14,-633,0
2033,2527,13,-635,0
2034,2198,12,-492,0
2035,2669,17,-615,2
2036,2425,13,-533,0
2037,2419,15,-512,0
2038,2585,15,-619,2
2039,2594,14,-581,0
2040,2788,15,-641,0
2041,2609,15,-630,0
2042,2578,16,-597,0
2043,2483,15,-559,0
2044,2447,15,-550,1
2045,2655,16,-520,0
2046,2372,14,-472,1

min,1800,10
max,3000,20
steps,9,11
decimals
