year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-7,-157,-321,62
1988,36,-211,-396,39
1989,-45,-224,-257,60
1990,-114,-291,-277,48
1991,59,-239,-261,-25
1992,-21,-233,-347,-73
1993,-56,-207,-313,46
1994,37,-213,-371,134
1995,14,-210,-203,45
1996,39,-221,-145,100
1997,12,-186,-241,64
1998,15,-244,-321,30
1999,-14,-200,-195,14
2000,-54,-263,-454,-66
2001,-47,-227,-275,-58
2002,-22,-245,-84,55
2003,6,-284,-324,45
2004,-29,-127,-220,-4
2005,48,-186,62,93
2006,39,-229,-276,-4
2007,39,-292,-296,180
2008,-48,-231,-229,-19
2009,82,-287,-170,181
2010,158,-226,-269,41
2011,22,-179,-351,127
2012,14,-186,-411,168
2013,90,-193,-408,9
2014,12,24,-162,176
2015,70,-161,-316,26
2016,87,-120,-377,-18
