year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,88,194,91,158
1988,140,134,26,144
1989,74,136,128,160
1990,17,72,138,148
1991,153,95,126,74
1992,94,118,56,38
1993,51,141,101,143
1994,150,162,61,236
1995,123,156,190,144
1996,124,157,263,197
1997,120,184,142,163
1998,120,125,118,116
1999,96,154,215,120
2000,69,125,29,40
2001,92,159,203,65
2002,103,113,301,153
2003,110,89,76,135
2004,74,186,145,88
2005,139,130,413,175
2006,133,108,110,74
2007,146,68,113,258
2008,63,104,158,74
2009,174,76,201,274
2010,257,115,131,140
2011,114,149,69,214
2012,115,180,26,270
2013,188,190,27,110
2014,133,365,262,275
2015,185,232,148,132
2016,200,250,83,89
