year,annual-hydric-deficit
1987,-422
1988,-532
1989,-467
1990,-633
1991,-467
1992,-674
1993,-530
1994,-413
1995,-354
1996,-226
1997,-350
1998,-520
1999,-394
2000,-837
2001,-607
2002,-296
2003,-557
2004,-380
2005,17
2006,-470
2007,-369
2008,-527
2009,-194
2010,-296
2011,-381
2012,-415
2013,-502
2014,50
2015,-380
2016,-427
