year,annual-average-temperature
1987,12.6
1988,13.0
1989,13.2
1990,13.9
1991,12.5
1992,13.1
1993,12.9
1994,14.4
1995,13.3
1996,12.8
1997,12.8
1998,12.7
1999,13.4
2000,13.5
2001,13.7
2002,12.9
2003,12.0
2004,12.6
2005,12.3
2006,12.4
2007,13.5
2008,13.3
2009,13.2
2010,13.5
2011,12.2
2012,13.4
2013,13.4
2014,14.8
2015,15.1
2016,14.9

min,10
max,17
steps,8
decimals
