year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,40,100,3
1988,49,117,4
1989,33,122,4
1990,39,124,4
1991,39,114,3
1992,40,122,4
1993,27,114,2
1994,44,108,3
1995,55,111,2
1996,37,113,3
1997,41,114,4
1998,30,112,3
1999,32,117,2
2000,56,128,3
2001,35,116,4
2002,63,116,4
2003,44,114,1
2004,37,107,2
2005,46,116,4
2006,19,108,3
2007,52,126,2
2008,21,113,3
2009,40,123,2
2010,51,119,4
2011,53,112,3
2012,56,126,3
2013,31,120,4
2014,53,126,2
2015,20,115,4
2016,29,111,3
2016
2017,31,110,2
2018,34,119,4
2019,36,110,4
2020,33,101,3
2021,44,122,4
2022,36,103,4
2023,41,108,3
2024,62,118,3
2025,44,117,4
2026,37,105,4
2027,34,9,4
2028,31,126,3
2029,35,112,3
2030,26,106,3
2031,52,113,3
2032,36,111,4
2033,55,114,4
2034,30,125,3
2035,23,125,4
2036,52,103,5
2037,33,112,4
2038,55,121,3
2039,32,115,2
2040,43,122,4
2041,38,102,3
2042,62,117,4
2043,29,126,3
2044,57,122,4
2045,50,111,2
2046,54,122,3
