year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,87,135,0
1988,42,115,0
1989,58,120,0
1990,59,121,0
1991,76,126,0
1992,49,122,0
1993,77,126,0
1994,73,134,2
1995,65,122,2
1996,67,123,1
1997,55,123,0
1998,63,125,0
1999,71,135,1
2000,62,123,0
2001,63,137,0
2002,73,140,0
2003,76,135,0
2004,33,118,0
2005,29,118,0
2006,64,124,0
2007,50,131,0
2008,57,126,0
2009,62,121,0
2010,70,116,0
2011,66,129,0
2012,49,136,0
2013,48,118,0
2014,40,140,0
2015,69,130,0
2016,75,126,1
2016
2017,41,132,2
2018,51,128,1
2019,60,138,0
2020,59,124,0
2021,57,126,0
2022,83,133,0
2023,64,126,0
2024,59,118,1
2025,42,114,2
2026,56,126,1
2027,56,122,0
2028,54,117,1
2029,47,121,0
2030,31,125,0
2031,28,107,1
2032,56,131,1
2033,69,136,1
2034,56,128,0
2035,50,105,1
2036,53,119,1
2037,63,124,0
2038,44,122,1
2039,66,120,0
2040,68,123,0
2041,76,129,0
2042,61,141,0
2043,49,121,0
2044,72,135,0
2045,64,127,1
2046,48,133,0
