year,annual-average-temperature
1987,9.9
1988,11.3
1989,11.4
1990,11.3
1991,10.5
1992,11.5
1993,11.3
1994,12.0
1995,11.1
1996,9.7
1997,11.1
1998,11.2
1999,11.6
2000,12.1
2001,11.5
2002,11.8
2003,12.0
2004,11.3
2005,11.4
2006,11.8
2007,12.2
2008,11.8
2009,11.4
2010,10.3
2011,12.1
2012,11.5
2013,10.8
2014,12.7
2015,12.1
2016,11.3

min,6
max,14
steps,9
decimal
