year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1670,10,-288,0
1988,1923,13,-229,1
1989,1793,13,-203,5
1990,2193,12,-393,0
1991,1777,10,-341,0
1992,1553,11,-253,0
1993,1681,12,-236,0
1994,1643,12,-387,4
1995,1833,12,-259,0
1996,1906,9,-480,3
1997,1725,12,-375,0
1998,1712,10,-204,1
1999,1595,9,-409,10
2000,1855,13,-253,5
2001,1656,9,-264,10
2002,1505,11,-119,3
2003,1506,10,-206,6
2004,1729,13,-217,0
2005,1957,14,-226,0
2006,1779,12,-159,1
2007,1429,9,-204,4
2008,1721,11,-252,7
2009,1640,10,-251,0
2010,2013,13,-411,0
2011,1751,12,-177,0
2012,1436,10,-225,11
2013,1475,11,-161,3
2014,1597,12,-274,11
2015,1516,10,-222,4
2016,1919,11,-329,3
2016
2017,1834,13,-358,5
2018,1746,11,-376,6
2019,1696,10,-302,5
2020,1947,11,-399,1
2021,2138,12,-497,0
2022,1623,11,-228,0
2023,2111,12,-489,1
2024,1968,12,-402,1
2025,2162,14,-440,0
2026,1891,11,-481,2
2027,1813,10,-414,2
2028,1935,11,-323,2
2029,2061,13,-536,0
2030,2032,12,-439,1
2031,1752,13,-297,0
2032,2284,13,-499,1
2033,2017,13,-401,3
2034,1969,13,-299,2
2035,2025,12,-386,1
2036,1861,12,-331,0
2037,2080,10,-312,0
2038,1987,11,-443,2
2039,2063,13,-320,1
2040,1789,11,-335,4
2041,2095,12,-318,1
2042,1711,11,-290,6
2043,1921,11,-368,3
2044,1791,12,-316,3
2045,1836,11,-248,8
2046,1773,12,-276,10
