year,annual-estival-days
1987,42
1988,56
1989,78
1990,50
1991,64
1992,60
1993,56
1994,60
1995,56
1996,42
1997,68
1998,48
1999,60
2000,53
2001,55
2002,56
2003,105
2004,66
2005,66
2006,72
2007,73
2008,69
2009,62
2010,52
2011,72
2012,68
2013,49
2014,56
2015,62
2016,66
