year,annual-frozen-days
1987,76
1988,43
1989,63
1990,47
1991,69
1992,48
1993,55
1994,35
1995,57
1996,86
1997,67
1998,67
1999,47
2000,32
2001,60
2002,43
2003,76
2004,67
2005,68
2006,71
2007,35
2008,48
2009,66
2010,84
2011,45
2012,51
2013,60
2014,11
2015,35
2016,47
