year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,18,31,-85,2,8,-204,42,23,103
1988,24,10,-40,2,31,-209,44,29,113
1989,22,17,-55,2,12,-137,46,24,154
1990,30,15,-192,5,34,-311,21,32,158
1991,16,24,-71,4,22,-247,40,41,119
1992,6,5,-87,3,9,-196,54,36,160
1993,25,34,-94,2,10,-187,46,47,129
1994,19,19,-119,7,32,-324,59,43,87
1995,23,26,-45,4,23,-241,39,34,136
1996,29,11,-152,6,31,-388,32,29,117
1997,17,17,-105,1,14,-239,51,33,93
1998,17,21,-74,4,26,-236,46,26,209
1999,22,30,-132,4,25,-342,38,19,70
2000,18,13,-70,2,37,-205,46,36,147
2001,28,20,-67,4,20,-199,44,38,114
2002,19,22,-4,1,10,-77,53,39,159
2003,14,26,-85,1,16,-180,45,34,140
2004,13,3,-52,2,9,-163,38,24,123
2005,11,3,-43,3,21,-131,37,27,163
2006,31,20,-84,3,14,-164,43,16,185
2007,11,7,-62,1,9,-151,51,31,98
2008,24,5,-29,4,26,-207,45,18,84
2009,28,11,-71,4,6,-202,39,22,117
2010,32,18,-73,4,22,-285,33,23,53
2011,18,11,-65,2,17,-168,51,26,195
2012,31,13,-59,3,17,-225,53,34,128
2013,9,7,-22,1,2,-129,46,19,116
2014,15,14,-66,5,12,-211,45,33,105
2015,27,18,-50,3,14,-204,42,44,92
2016,21,19,-96,6,23,-294,32,8,123
2016
2017,28,6,-96,4,31,-342,42,24,83
2018,23,14,-122,7,19,-338,41,18,99
2019,25,22,-82,2,30,-270,49,18,94
2020,27,12,-116,5,25,-341,32,20,110
2021,45,8,-201,6,32,-408,34,14,58
2022,10,23,-20,2,11,-194,49,23,104
2023,37,16,-149,5,37,-393,40,16,130
2024,21,10,-132,4,39,-354,44,15,65
2025,25,8,-111,4,41,-345,37,19,86
2026,30,6,-144,6,36,-373,54,13,87
2027,41,9,-123,4,27,-306,44,12,95
2028,23,5,-99,4,24,-274,27,25,84
2029,22,5,-179,1,22,-376,32,14,60
2030,31,13,-100,3,30,-325,34,17,61
2031,18,1,-110,4,12,-257,53,16,134
2032,26,16,-93,4,53,-364,40,21,40
2033,34,17,-160,5,26,-358,41,11,79
2034,24,25,-111,3,17,-225,34,21,213
2035,32,2,-63,5,34,-265,44,23,73
2036,35,6,-144,6,11,-255,34,22,132
2037,34,18,-146,4,37,-262,30,15,160
2038,37,1,-132,3,21,-352,42,10,67
2039,21,21,-146,3,24,-263,34,14,141
2040,13,16,-106,2,16,-300,44,21,70
2041,46,22,-146,4,26,-323,26,23,151
2042,34,7,-77,5,29,-276,52,4,58
2043,33,11,-100,2,23,-308,36,7,56
2044,20,24,-89,2,23,-255,51,33,147
2045,35,25,-99,5,23,-235,52,16,175
2046,29,8,-63,4,24,-215,45,8,91

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
