year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,117,240,145,106
1988,130,128,239,92
1989,71,194,142,66
1990,58,95,101,115
1991,20,61,90,118
1992,40,51,77,138
1993,37,55,27,161
1994,44,92,108,100
1995,130,256,134,120
1996,70,238,225,77
1997,66,168,153,117
1998,45,148,255,131
1999,84,203,199,168
2000,104,67,136,138
2001,128,78,246,63
2002,60,144,222,183
2003,53,107,91,89
2004,127,191,176,123
2005,82,158,201,176
2006,129,204,141,64
2007,138,108,199,121
2008,94,149,230,100
2009,158,110,139,162
2010,100,417,261,156
2011,47,115,132,56
2012,69,121,115,128
2013,256,155,137,119
2014,85,113,313,129
2015,128,135,183,115
2016,195,237,267,118
