year,A1,A2,A3
,label A1,label A2,label A3
1987,28,2926,242
1988,32,3096,238
1989,33,3054,248
1990,44,3246,336
1991,50,2689,422
1992,37,2554,325
1993,51,2722,387
1994,22,2858,241
1995,49,3012,356
1996,45,2993,354
1997,19,3251,168
1998,46,3150,340
1999,32,2730,307
2000,14,2797,137
2001,52,3009,338
2002,49,3006,346
2003,43,3166,318
2004,44,3087,417
2005,26,3166,205
2006,57,2845,395
2007,37,3034,275
2008,41,2649,304
2009,36,2685,337
2010,18,2840,175
2011,23,2424,177
2012,38,2850,273
2013,16,3151,207
2014,63,2644,457
2015,4,2670,78
2016,41,2514,310
2016
2017,54,2748,378
2018,47,2581,340
2019,25,2565,224
2020,62,2637,441
2021,33,2614,296
2022,66,2580,465
2023,23,2962,205
2024,48,2750,397
2025,64,2387,451
2026,50,2554,412
2027,47,2716,391
2028,57,2557,414
2029,24,2630,230
2030,42,2403,406
2031,73,2817,501
2032,70,2368,538
2033,51,2432,377
2034,80,3062,561
2035,68,2694,580
2036,73,2816,548
2037,68,2651,495
2038,49,2663,351
2039,52,2642,417
2040,70,2918,471
2041,37,2693,315
2042,46,2703,336
2043,83,2557,569
2044,48,2859,346
2045,55,2498,356
2046,33,2365,298

min,,2000
max,,4000
steps,,9
decimal
