year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.4,14.1,19.0,6.5
1988,3.4,14.7,19.2,4.4
1989,4.1,15.2,19.3,5.7
1990,4.6,15.1,18.6,5.9
1991,2.0,13.2,19.8,4.6
1992,3.5,15.4,20.6,5.1
1993,0.9,16.2,18.9,5.2
1994,4.5,15.3,21.4,5.9
1995,3.8,14.8,19.4,5.0
1996,-1.0,15.9,17.4,5.8
1997,2.2,14.3,18.6,5.8
1998,4.2,16.1,19.3,4.3
1999,2.8,15.7,20.1,5.1
2000,2.8,17.3,19.3,8.5
2001,4.1,15.0,19.5,4.3
2002,4.2,16.4,19.9,5.9
2003,1.0,17.0,20.5,5.7
2004,1.6,14.9,19.2,6.4
2005,1.0,15.3,19.3,5.6
2006,0.0,15.6,20.1,8.1
2007,6.1,17.1,19.5,4.8
2008,4.3,16.4,19.2,7.6
2009,1.9,16.7,20.6,6.4
2010,1.6,15.4,19.3,5.0
2011,2.2,16.5,20.3,5.7
2012,3.1,16.7,21.2,6.2
2013,1.7,15.9,19.9,7.5
2014,5.7,16.0,19.8,8.3
2015,3.8,15.5,21.7,6.9
2016,4.2,16.1,20.3,5.3
