year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,73,128,1
1988,73,148,2
1989,73,133,3
1990,9,143,1
1991,56,120,1
1992,60,121,2
1993,83,126,2
1994,80,128,3
1995,73,127,1
1996,58,130,1
1997,73,134,1
1998,86,135,3
1999,67,120,3
2000,64,119,3
2001,81,136,0
2002,78,126,0
2003,89,131,2
2004,75,136,3
2005,72,136,2
2006,64,115,2
2007,76,126,0
2008,63,117,1
2009,63,110,1
2010,49,120,1
2011,53,108,0
2012,70,127,0
2013,81,131,1
2014,68,126,2
2015,70,132,2
2016,36,129,1
2016
2017,94,139,1
2018,63,126,1
2019,65,129,1
2020,62,125,1
2021,56,119,2
2022,71,128,1
2023,73,132,2
2024,81,130,0
2025,66,113,2
2026,64,119,1
2027,70,121,2
2028,56,123,2
2029,40,125,1
2030,51,122,2
2031,70,133,1
2032,61,120,0
2033,53,132,2
2034,74,139,4
2035,71,129,2
2036,59,131,2
2037,60,127,1
2038,48,131,1
2039,62,123,0
2040,81,132,1
2041,69,132,0
2042,82,130,2
2043,60,128,1
2044,87,135,1
2045,54,125,1
2046,68,120,1
