year,annual-estival-days
1987,57
1988,59
1989,67
1990,73
1991,67
1992,87
1993,85
1994,87
1995,73
1996,53
1997,75
1998,68
1999,82
2000,89
2001,75
2002,85
2003,107
2004,62
2005,72
2006,72
2007,86
2008,83
2009,98
2010,59
2011,102
2012,103
2013,81
2014,75
2015,86
2016,92

min,16
max,130
steps,9
decimal
