year,annual-frozen-days
1987,83
1988,81
1989,84
1990,79
1991,98
1992,56
1993,87
1994,59
1995,81
1996,76
1997,80
1998,95
1999,85
2000,72
2001,71
2002,46
2003,88
2004,91
2005,107
2006,85
2007,71
2008,81
2009,76
2010,97
2011,74
2012,72
2013,121
2014,87
2015,98
2016,100
