year,annual-hydric-deficit
1987,-74
1988,-238
1989,-501
1990,-163
1991,-283
1992,-166
1993,477
1994,-253
1995,-24
1996,-141
1997,-421
1998,-506
1999,-121
2000,-112
2001,-282
2002,-221
2003,-454
2004,-501
2005,-487
2006,-359
2007,-572
2008,-94
2009,-385
2010,-291
2011,-393
2012,-299
2013,-80
2014,-46
2015,-351
2016,-88
