year,annual-precipitations
1987,837
1988,650
1989,497
1990,757
1991,653
1992,811
1993,1250
1994,711
1995,921
1996,778
1997,598
1998,523
1999,868
2000,894
2001,720
2002,778
2003,690
2004,519
2005,537
2006,685
2007,463
2008,867
2009,678
2010,669
2011,656
2012,760
2013,899
2014,886
2015,627
2016,875
