year,F1,F3,M4
,label F1,label F3,label M4
1987,74,145,4
1988,84,149,4
1989,66,135,3
1990,67,149,3
1991,98,155,6
1992,99,147,2
1993,87,155,4
1994,87,149,1
1995,70,143,6
1996,94,163,1
1997,73,140,2
1998,77,151,3
1999,66,150,5
2000,77,149,1
2001,78,151,2
2002,68,140,3
2003,69,151,2
2004,55,134,2
2005,77,152,3
2006,95,148,6
2007,72,142,3
2008,76,147,2
2009,86,150,2
2010,82,150,2
2011,36,143,3
2012,77,145,1
2013,66,154,2
2014,60,149,2
2015,105,157,7
2016,66,149,2
2016
2017,57,146,6
2018,56,127,5
2019,65,146,4
2020,64,139,4
2021,56,146,6
2022,75,138,5
2023,70,139,3
2024,72,140,5
2025,53,129,5
2026,51,133,8
2027,59,140,4
2028,68,143,5
2029,82,148,6
2030,91,147,2
2031,62,145,4
2032,91,152,7
2033,60,143,3
2034,79,147,3
2035,50,132,3
2036,66,142,6
2037,63,139,7
2038,47,134,4
2039,49,156,2
2040,54,139,4
2041,69,152,4
2042,54,147,3
2043,47,139,3
2044,64,131,1
2045,77,147,3
2046,39,141,7

min,,120
max,,180
steps,,11
decimal
