year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1187,8,-387,11
1988,1162,12,-224,6
1989,1129,9,-198,10
1990,1161,9,-290,11
1991,1212,9,-426,14
1992,1374,10,-406,8
1993,1073,10,-309,7
1994,1184,9,-207,8
1995,1321,10,-468,12
1996,1021,8,-41,15
1997,1297,8,-318,1
1998,1083,7,-158,5
1999,979,7,-302,17
2000,1005,9,-249,7
2001,1214,8,-428,10
2002,1160,11,-401,5
2003,1078,9,-296,7
2004,1391,10,-300,2
2005,1120,6,-370,11
2006,1406,11,-504,13
2007,1469,9,-387,3
2008,1250,10,-197,7
2009,1080,9,-251,9
2010,1210,8,-377,9
2011,1379,9,-257,6
2012,1303,8,-259,10
2013,1351,9,-375,21
2014,1087,9,-285,7
2015,1396,8,-430,11
2016,1206,8,-209,9
2016
2017,1452,10,-423,7
2018,1757,9,-395,2
2019,1798,12,-509,5
2020,1327,10,-279,4
2021,1542,11,-518,6
2022,1448,11,-557,1
2023,1655,12,-336,7
2024,1580,11,-467,3
2025,1519,9,-546,1
2026,1582,9,-606,4
2027,1529,8,-471,6
2028,1564,11,-487,14
2029,1564,12,-436,19
2030,1612,10,-484,5
2031,1470,9,-354,10
2032,1600,12,-676,5
2033,1468,11,-417,8
2034,1428,11,-273,10
2035,1726,12,-407,7
2036,1504,9,-403,4
2037,1307,8,-442,9
2038,1857,12,-191,1
2039,1316,10,-214,20
2040,1550,11,-434,0
2041,1358,11,-241,13
2042,1514,11,-298,2
2043,1600,11,-404,4
2044,1527,10,-218,8
2045,1630,10,-340,4
2046,1758,11,-523,1

min,800,4,,0
max,2300,14,,24
steps,11,11,,8
decimal



