year,A1,A2,A3
,label A1,label A2,label A3
1987,0,3327,58
1988,2,3124,59
1989,2,3190,35
1990,6,3218,98
1991,6,3404,90
1992,9,3245,109
1993,5,3375,46
1994,6,3283,63
1995,7,3026,105
1996,5,3390,61
1997,2,3056,76
1998,2,3226,64
1999,1,3280,20
2000,5,3292,39
2001,5,3106,104
2002,8,3267,84
2003,0,3091,24
2004,8,2800,90
2005,4,3150,54
2006,5,3101,81
2007,4,2828,98
2008,8,3127,104
2009,1,3262,30
2010,4,3259,69
2011,20,2941,171
2012,7,3079,114
2013,16,3346,169
2014,6,3169,58
2015,21,3328,180
2016,5,3031,83
2016
2017,18,2726,156
2018,23,2676,202
2019,45,2917,376
2020,4,2781,69
2021,27,2840,238
2022,0,2802,64
2023,21,2893,241
2024,14,2929,143
2025,14,2632,135
2026,16,2479,215
2027,26,2896,207
2028,25,3060,210
2029,27,3015,213
2030,23,2975,224
2031,22,2810,174
2032,31,3132,253
2033,17,2890,165
2034,16,3090,145
2035,33,2625,253
2036,18,2749,158
2037,9,2709,97
2038,18,2662,183
2039,17,2988,168
2040,13,2777,125
2041,25,2854,188
2042,25,2839,201
2043,18,2610,167
2044,13,2600,155
2045,35,2800,271
2046,42,2797,305
