year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,857,712,-104,-387,173,8.2,3189,27,15.7,106
1988,1059,702,88,-224,152,8.7,3316,19,16.3,96
1989,954,712,-28,-198,35,8.2,3161,15,14.9,112
1990,710,737,-294,-290,-10,8.5,3204,33,16.4,104
1991,913,740,-90,-426,142,8.1,3185,29,16.6,127
1992,696,739,-304,-406,-4,8.6,3273,39,17.3,119
1993,844,697,-118,-309,96,7.9,3061,21,16.4,112
1994,989,714,14,-207,136,8.2,3155,33,16.4,117
1995,809,810,-301,-468,89,9.4,3499,37,17.8,82
1996,1114,679,182,-41,64,7.9,3058,22,16.2,110
1997,905,728,-82,-318,107,9.0,3399,32,16.8,85
1998,1019,706,36,-158,188,8.3,3228,29,15.9,87
1999,950,687,-6,-302,147,7.9,3066,12,14.9,114
2000,749,656,-151,-249,19,7.8,2985,11,15.1,107
2001,724,733,-283,-428,82,8.9,3328,38,17.2,102
2002,885,736,-127,-401,223,8.3,3227,28,17.1,100
2003,972,708,-8,-296,150,8.6,3172,17,15.4,91
2004,1149,740,133,-300,285,9.9,3661,26,17.0,74
2005,871,722,-130,-370,168,8.5,3191,21,15.5,111
2006,921,771,-107,-504,183,8.9,3383,29,17.7,117
2007,1064,751,37,-387,329,9.9,3672,32,17.1,75
2008,929,714,-50,-197,91,8.9,3378,30,17.6,84
2009,906,712,-77,-251,194,8.1,3108,18,15.4,112
2010,947,749,-65,-377,139,8.5,3208,30,16.0,90
2011,1116,769,68,-257,138,9.6,3522,43,16.5,77
2012,1005,763,-21,-259,91,9.1,3401,41,16.6,94
2013,970,758,-45,-375,215,8.7,3262,50,18.5,118
2014,1159,694,200,-285,272,8.4,3181,17,16.3,97
2015,762,772,-270,-430,101,8.7,3302,47,18.0,122
2016,920,722,-82,-209,65,8.9,3409,22,16.1,95
2016
2017,991,771,-61,-423,125,10.3,3781,50,18.2,68
2018,1019,820,-85,-395,177,10.7,3970,60,18.4,72
2019,837,834,-252,-509,121,10.5,3877,71,21.3,79
2020,1216,740,205,-279,404,9.5,3523,26,16.7,89
2021,898,835,-247,-518,224,10.2,3732,60,18.4,65
2022,715,759,-306,-557,196,9.8,3589,32,17.3,70
2023,1162,849,29,-336,346,10.1,3714,68,19.1,79
2024,818,767,-204,-467,42,9.9,3658,46,18.6,87
2025,957,827,-175,-546,224,10.3,3778,41,17.3,63
2026,781,830,-370,-606,212,11.2,4095,50,18.2,52
2027,832,769,-211,-471,179,9.9,3671,47,18.4,95
2028,584,808,-500,-487,-30,9.5,3549,58,19.6,115
2029,858,781,-201,-436,104,9.9,3681,57,19.3,101
2030,979,791,-78,-484,95,9.8,3691,45,18.8,90
2031,1061,764,26,-354,184,10.2,3758,45,17.1,72
2032,597,810,-463,-676,129,9.4,3496,62,19.8,102
2033,868,762,-180,-417,214,9.9,3638,43,18.7,77
2034,999,756,-34,-273,243,9.3,3478,36,17.5,105
2035,901,815,-202,-407,152,11.0,4065,64,19.0,68
2036,1160,781,112,-403,370,10.2,3749,44,17.2,67
2037,790,752,-241,-442,42,9.7,3577,28,15.7,76
2038,1368,825,279,-191,249,10.9,3997,65,17.9,64
2039,1387,743,361,-214,461,9.6,3545,51,18.5,99
2040,903,761,-123,-434,235,10.1,3754,39,18.2,78
2041,1245,753,221,-241,330,9.9,3655,46,18.4,84
2042,850,737,-156,-298,48,10.2,3760,54,19.1,72
2043,1130,801,44,-404,357,10.8,3940,55,19.1,68
2044,1150,761,100,-218,270,10.6,3905,46,18.0,67
2045,860,808,-232,-339,66,10.3,3798,55,19.3,90
2046,949,837,-157,-523,159,10.7,3920,64,19.6,61

min,500,500,,,,7,2500,0,13
max,1400,1000,,,,13,4500,100,23
steps,10,11,,,,7,11,11,11
decimal



