year,annual-precipitations
1987,811
1988,910
1989,650
1990,1029
1991,1123
1992,924
1993,739
1994,793
1995,855
1996,748
1997,582
1998,960
1999,1020
2000,1199
2001,1042
2002,1110
2003,661
2004,820
2005,886
2006,987
2007,968
2008,844
2009,820
2010,954
2011,755
2012,766
2013,731
2014,791
2015,824
2016,941

min,300
max,2000
steps,10
decimal
