year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1163,8,22,1
1988,1340,9,36,1
1989,1163,7,-14,10
1990,1168,8,20,12
1991,1262,8,-152,8
1992,1563,8,167,0
1993,1092,8,5,15
1994,1298,12,-139,4
1995,1205,9,-78,3
1996,1129,8,-122,9
1997,1074,7,-61,4
1998,1315,10,14,1
1999,1295,10,-327,2
2000,1129,9,-142,11
2001,1292,10,14,7
2002,962,8,-16,7
2003,1363,9,65,5
2004,1224,9,42,1
2005,1308,9,-195,2
2006,988,6,109,8
2007,1066,9,-66,9
2008,1228,6,-17,5
2009,1174,8,61,4
2010,1241,10,162,3
2011,1506,8,-140,6
2012,1170,9,208,1
2013,1235,8,38,2
2014,1347,10,89,10
2015,1044,8,72,18
2016,1153,11,-136,8
2016
2017,1656,12,-44,7
2018,1321,7,-7,0
2019,1734,8,-208,1
2020,1451,9,54,2
2021,1161,7,-28,1
2022,1048,8,111,3
2023,1387,9,-204,0
2024,1282,12,-67,16
2025,1299,9,-73,6
2026,1456,9,-223,7
2027,1418,11,-10,8
2028,1752,11,-118,4
2029,1628,13,-217,0
2030,1326,11,-46,2
2031,1705,10,-225,2
2032,1669,11,-1,3
2033,1376,9,121,7
2034,1179,9,83,6
2035,1228,9,55,3
2036,1085,8,21,3
2037,1509,9,33,7
2038,1614,10,-173,8
2039,1704,8,129,2
2040,1277,8,147,3
2041,1680,9,-154,2
2042,1285,9,-90,7
2043,1276,10,-50,11
2044,1538,11,-142,1
2045,1354,8,-147,3
2046,1530,10,-263,11

min,,4
max,,17
steps,,8
decimal
