year,annual-average-temperature
1987,8.0
1988,9.1
1989,9.1
1990,9.0
1991,8.0
1992,9.4
1993,8.8
1994,10.1
1995,8.7
1996,7.2
1997,9.0
1998,9.5
1999,9.5
2000,10.2
2001,9.4
2002,10.1
2003,10.0
2004,8.8
2005,8.7
2006,9.4
2007,9.7
2008,9.3
2009,9.1
2010,8.0
2011,9.5
2012,9.5
2013,9.0
2014,10.1
2015,9.9
2016,9.5

min,6
max,14
steps,9
decimal
