year,annual-frozen-days
1987,106
1988,98
1989,93
1990,80
1991,110
1992,98
1993,89
1994,59
1995,99
1996,125
1997,111
1998,73
1999,87
2000,50
2001,84
2002,50
2003,95
2004,125
2005,112
2006,108
2007,84
2008,99
2009,102
2010,117
2011,90
2012,75
2013,96
2014,62
2015,103
2016,86
