year,annual-hydric-deficit
1987,165
1988,210
1989,-35
1990,309
1991,447
1992,186
1993,-11
1994,20
1995,141
1996,69
1997,-202
1998,246
1999,401
2000,522
2001,343
2002,390
2003,-187
2004,11
2005,93
2006,166
2007,112
2008,68
2009,54
2010,253
2011,-34
2012,-12
2013,14
2014,54
2015,20
2016,199
