year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,92,152,0
1988,96,135,0
1989,95,153,0
1990,74,147,0
1991,85,153,0
1992,89,140,0
1993,86,154,0
1994,88,142,0
1995,96,150,0
1996,110,158,0
1997,92,149,0
1998,85,139,0
1999,92,139,0
2000,83,141,0
2001,94,150,1
2002,108,158,0
2003,94,142,0
2004,94,147,0
2005,99,148,0
2006,92,154,0
2007,99,155,0
2008,94,149,0
2009,77,136,0
2010,100,149,0
2011,90,134,1
2012,68,139,0
2013,9,145,0
2014,86,144,0
2015,105,157,0
2016,83,143,0
2016
2017,63,139,0
2018,91,141,0
2019,87,138,0
2020,69,142,0
2021,86,144,0
2022,67,133,0
2023,86,138,0
2024,64,151,0
2025,79,150,0
2026,26,143,0
2027,66,144,0
2028,52,143,0
2029,87,140,0
2030,63,137,0
2031,9,146,0
2032,59,122,0
2033,85,144,0
2034,91,155,0
2035,75,145,0
2036,85,147,0
2037,77,137,0
2038,66,138,0
2039,80,130,0
2040,67,136,0
2041,84,133,0
2042,82,145,1
2043,84,148,0
2044,77,130,0
2045,59,128,0
2046,30,130,2

min,,90,0
max,,190,6
steps,,11,7
decimal
