year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.8,11.3,17.2,5.0
1988,2.1,12.9,16.4,4.7
1989,3.6,11.9,16.5,4.2
1990,3.7,11.8,16.0,4.4
1991,1.2,10.1,17.5,3.1
1992,2.0,13.0,18.3,4.2
1993,1.5,13.9,15.7,3.9
1994,3.6,12.6,18.0,6.0
1995,2.1,11.6,16.7,4.2
1996,-1.2,12.2,14.6,3.3
1997,2.4,11.8,17.0,4.6
1998,3.6,13.5,16.6,4.0
1999,2.4,12.9,17.9,4.5
2000,2.9,14.3,16.6,6.9
2001,3.4,12.4,16.5,5.0
2002,4.2,13.5,16.3,6.2
2003,1.2,15.1,19.0,4.5
2004,1.2,11.9,17.1,4.6
2005,0.6,13.3,16.7,4.1
2006,-0.9,13.0,18.0,7.1
2007,4.5,14.8,16.1,3.4
2008,3.3,13.2,16.1,4.4
2009,-0.2,13.8,17.6,5.0
2010,0.1,11.9,16.3,3.4
2011,2.1,13.8,17.0,5.1
2012,1.5,13.7,17.5,5.2
2013,0.1,12.2,17.7,5.7
2014,4.2,13.1,16.2,6.6
2015,1.4,13.0,18.1,6.6
2016,3.1,12.6,18.0,4.3
