year,annual-estival-days
1987,36
1988,32
1989,26
1990,30
1991,33
1992,41
1993,29
1994,49
1995,34
1996,27
1997,46
1998,30
1999,28
2000,37
2001,38
2002,33
2003,80
2004,44
2005,44
2006,56
2007,51
2008,48
2009,42
2010,35
2011,37
2012,41
2013,40
2014,26
2015,51
2016,46

min,16
max,130
steps,9
decimal
