year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,5,44,43,2,9,-30,76,44,136
1988,8,52,-32,1,5,7,53,40,230
1989,16,39,-65,1,11,7,65,61,269
1990,8,37,-27,1,7,-71,64,54,236
1991,17,26,-26,5,15,-179,60,17,182
1992,22,22,63,1,9,69,39,48,319
1993,8,27,-44,2,3,45,65,52,271
1994,6,34,-85,1,2,-114,54,44,177
1995,15,44,25,4,11,-137,69,37,178
1996,10,53,-132,2,8,-160,55,49,189
1997,9,33,-76,2,6,-83,70,50,221
1998,6,45,47,1,6,77,62,32,133
1999,5,40,-106,5,7,-216,63,53,139
2000,5,39,-70,4,3,-71,56,42,204
2001,10,41,77,4,10,38,70,43,237
2002,5,49,-30,2,4,-56,66,31,177
2003,11,44,-6,3,9,-44,62,48,281
2004,10,42,12,1,9,25,71,33,230
2005,12,40,-20,2,14,-151,62,25,126
2006,9,52,-43,2,4,60,67,45,217
2007,5,37,22,2,7,-78,72,39,116
2008,22,33,-84,2,13,-74,49,40,243
2009,13,33,33,4,0,69,58,37,245
2010,7,40,-39,0,2,144,56,42,266
2011,19,29,-82,3,8,-148,31,45,213
2012,4,36,65,1,1,187,68,45,226
2013,6,35,-3,1,2,9,56,46,175
2014,15,21,21,2,8,75,52,41,239
2015,6,41,18,1,4,55,59,40,166
2016,12,33,-82,1,3,-151,65,39,151
2016
2017,21,17,90,2,28,-3,58,29,111
2018,22,34,-27,1,8,-38,54,26,162
2019,41,32,-96,4,16,-245,39,43,138
2020,17,18,19,2,10,-60,44,32,226
2021,10,30,36,2,4,-77,64,44,157
2022,11,7,44,1,2,99,64,51,167
2023,18,26,-45,1,11,-147,61,10,150
2024,9,24,65,3,12,8,71,28,163
2025,29,19,-41,1,13,-72,63,33,122
2026,17,17,-47,4,22,-243,56,38,171
2027,13,20,21,3,10,-53,51,28,252
2028,32,21,-16,1,17,-83,48,36,124
2029,13,15,-35,2,12,-203,60,32,152
2030,14,14,-60,2,6,-34,53,51,216
2031,33,34,-49,2,15,-157,44,18,85
2032,23,31,58,1,12,4,53,23,209
2033,21,35,26,1,11,38,56,42,247
2034,19,22,59,4,8,28,66,43,232
2035,9,6,23,1,9,-1,68,29,217
2036,15,38,79,2,6,2,73,17,148
2037,28,31,-16,2,14,4,52,31,188
2038,25,19,12,3,18,-125,53,32,160
2039,27,21,28,1,19,83,36,30,289
2040,8,15,68,2,3,56,61,40,156
2041,24,19,-9,2,19,-150,40,14,148
2042,11,29,8,4,10,-95,60,33,127
2043,14,24,-33,2,5,-104,64,41,196
2044,12,20,2,4,12,-59,57,41,133
2045,14,23,-106,2,5,-145,46,28,128
2046,26,25,-109,5,3,-211,36,33,123

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
