year,annual-average-temperature
1987,8.0
1988,9.3
1989,9.4
1990,9.8
1991,9.0
1992,9.3
1993,9.2
1994,10.4
1995,8.6
1996,7.3
1997,8.9
1998,9.2
1999,9.0
2000,9.8
2001,9.0
2002,9.8
2003,9.6
2004,9.0
2005,8.7
2006,9.6
2007,10.0
2008,9.4
2009,9.5
2010,8.3
2011,9.9
2012,9.6
2013,9.3
2014,10.6
2015,9.6
2016,9.2

min,6
max,14
steps,9
decimal
