year,annual-precipitations
1987,811
1988,910
1989,650
1990,603
1991,563
1992,1242
1993,1443
1994,1414
1995,995
1996,878
1997,714
1998,1158
1999,1460
2000,1274
2001,1433
2002,1811
2003,1028
2004,1120
2005,1155
2006,1106
2007,1318
2008,1084
2009,1091
2010,1304
2011,1135
2012,1251
2013,1211
2014,1077
2015,1058
2016,1340

min,300
max,2000
steps,10
decimal
