year,annual-estival-days
1987,34
1988,29
1989,22
1990,36
1991,40
1992,42
1993,28
1994,46
1995,30
1996,22
1997,31
1998,31
1999,26
2000,34
2001,31
2002,28
2003,71
2004,36
2005,36
2006,49
2007,33
2008,38
2009,40
2010,35
2011,36
2012,40
2013,44
2014,27
2015,49
2016,40

min,16
max,130
steps,9
decimal
