year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1305,11,299,4
1988,1367,10,206,1
1989,1139,7,114,8
1990,739,7,630,9
1991,1182,9,49,8
1992,1110,10,326,11
1993,1119,6,-34,6
1994,1302,11,349,7
1995,1415,9,92,0
1996,1129,9,376,10
1997,852,8,272,14
1998,1228,10,114,13
1999,1342,10,295,3
2000,1341,10,193,4
2001,1019,10,293,14
2002,1222,10,366,10
2003,1391,9,82,1
2004,1285,7,114,4
2005,1111,9,95,9
2006,1118,8,389,9
2007,1466,11,192,6
2008,851,7,321,11
2009,1115,9,284,9
2010,931,8,191,1
2011,1116,10,9,2
2012,1073,8,325,11
2013,1117,8,493,4
2014,679,6,558,20
2015,1216,10,266,9
2016,1018,8,469,7
2016
2017,1414,10,105,1
2018,1355,9,218,1
2019,1343,11,198,3
2020,1285,9,18,11
2021,1239,9,21,10
2022,1553,11,74,3
2023,1386,11,155,7
2024,1223,9,69,2
2025,1577,9,41,1
2026,1353,9,100,5
2027,1558,10,121,2
2028,1185,9,109,21
2029,1420,8,141,6
2030,1451,10,320,8
2031,1477,9,115,4
2032,1196,10,376,7
2033,1405,10,187,2
2034,1329,11,243,7
2035,1432,10,252,5
2036,1538,9,52,0
2037,1386,8,206,1
2038,1293,9,393,8
2039,1413,11,187,14
2040,1625,10,115,0
2041,1515,11,253,1
2042,1548,10,161,2
2043,1546,8,16,0
2044,1206,10,351,5
2045,1382,10,456,8
2046,1599,10,145,5

min,,4
max,,17
steps,,8
decimal
