year,annual-estival-days
1987,19
1988,37
1989,51
1990,36
1991,34
1992,48
1993,34
1994,40
1995,48
1996,26
1997,44
1998,30
1999,44
2000,33
2001,30
2002,37
2003,59
2004,34
2005,44
2006,55
2007,35
2008,39
2009,41
2010,36
2011,44
2012,34
2013,32
2014,30
2015,45
2016,47

min,16
max,130
steps,9
decimal
