year,annual-precipitations
1987,544
1988,418
1989,387
1990,397
1991,245
1992,465
1993,531
1994,487
1995,478
1996,497
1997,547
1998,554
1999,498
2000,459
2001,520
2002,655
2003,368
2004,442
2005,420
2006,450
2007,659
2008,457
2009,605
2010,611
2011,430
2012,465
2013,568
2014,524
2015,425
2016,459
