year,A1,A2,A3
,label A1,label A2,label A3
1987,2,3398,16
1988,6,3502,79
1989,27,3085,188
1990,6,2956,50
1991,4,3486,56
1992,8,3492,53
1993,2,3044,58
1994,9,2979,73
1995,3,3063,41
1996,11,3296,96
1997,4,3282,64
1998,36,3200,223
1999,19,3360,169
2000,11,3114,108
2001,13,3148,91
2002,18,3019,141
2003,9,2781,85
2004,7,3270,74
2005,11,3517,91
2006,7,3113,66
2007,8,2601,68
2008,21,3203,138
2009,13,3209,99
2010,13,3128,102
2011,8,2666,66
2012,14,3366,108
2013,9,3309,74
2014,6,3125,50
2015,14,3489,92
2016,28,3224,186
2016
2017,18,2704,139
2018,36,2680,268
2019,37,3401,226
2020,13,3086,102
2021,17,2803,141
2022,16,2925,102
2023,11,2606,114
2024,17,2830,168
2025,14,2635,115
2026,11,2718,90
2027,3,2897,67
2028,6,2390,76
2029,18,3058,166
2030,12,2946,111
2031,18,3084,111
2032,27,2905,171
2033,13,2910,112
2034,11,2921,105
2035,27,2790,200
2036,11,3016,101
2037,14,2886,98
2038,37,2907,235
2039,26,2976,195
2040,18,2674,149
2041,18,3068,129
2042,11,2600,95
2043,21,3090,153
2044,10,3011,103
2045,21,3210,140
2046,26,2747,188

min,,2000
max,,4000
steps,,9
decimal
