year,annual-frozen-days
1987,95
1988,72
1989,70
1990,58
1991,73
1992,58
1993,77
1994,47
1995,82
1996,113
1997,72
1998,65
1999,62
2000,40
2001,72
2002,65
2003,83
2004,72
2005,79
2006,77
2007,40
2008,59
2009,70
2010,103
2011,72
2012,59
2013,83
2014,45
2015,54
2016,58
