year,annual-estival-days
1987,70
1988,61
1989,81
1990,75
1991,92
1992,52
1993,54
1994,86
1995,68
1996,60
1997,87
1998,78
1999,89
2000,79
2001,76
2002,65
2003,111
2004,90
2005,85
2006,94
2007,85
2008,64
2009,100
2010,81
2011,98
2012,92
2013,78
2014,74
2015,89
2016,86
