year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,25,1,-87,9,3,-307,50,10,108
1988,27,2,-49,6,8,-321,48,20,35
1989,16,1,-145,8,0,-299,53,13,184
1990,19,0,-71,8,2,-266,69,14,115
1991,31,2,-148,6,8,-429,51,14,155
1992,38,3,-131,8,2,-337,35,24,88
1993,16,6,-237,9,0,-532,43,25,122
1994,20,1,-162,7,1,-463,46,15,71
1995,18,0,-77,7,3,-327,61,20,81
1996,4,3,-118,7,4,-321,47,21,60
1997,30,3,-207,10,5,-510,49,21,145
1998,24,5,-153,9,7,-421,45,39,78
1999,13,1,-147,7,5,-324,61,28,117
2000,26,0,-208,7,3,-469,45,26,96
2001,19,2,-69,6,5,-245,50,22,114
2002,11,2,-137,4,8,-393,44,17,179
2003,27,0,-71,6,12,-370,45,13,192
2004,11,3,-3,5,8,-250,62,9,83
2005,23,0,-126,9,0,-352,43,31,105
2006,19,0,-32,5,5,-184,49,27,120
2007,17,7,-69,5,2,-309,48,9,159
2008,25,1,-46,7,3,-304,41,14,21
2009,22,2,-151,9,4,-415,54,13,71
2010,26,10,-164,7,8,-445,48,6,53
2011,8,2,-104,8,5,-340,67,22,152
2012,19,4,-18,5,4,-263,54,15,74
2013,19,0,-30,5,9,-300,57,21,246
2014,25,0,-151,9,4,-420,49,26,54
2015,13,2,-150,6,18,-371,61,15,46
2016,30,1,-198,7,1,-432,37,31,113
2016
2017,37,0,-94,8,15,-348,37,5,228
2018,36,1,-199,6,29,-493,42,3,58
2019,24,0,-141,10,7,-361,51,13,277
2020,41,3,-184,8,15,-437,40,18,188
2021,53,1,-158,8,27,-468,33,23,39
2022,36,2,-150,9,6,-357,46,15,268
2023,32,2,-109,9,3,-396,32,3,60
2024,31,5,-152,4,11,-391,40,14,141
2025,42,0,-190,9,15,-412,49,9,139
2026,32,2,-186,9,13,-486,51,11,189
2027,31,0,-193,9,7,-477,50,34,229
2028,35,0,-139,7,10,-418,40,5,95
2029,37,0,-197,8,9,-465,30,18,129
2030,28,0,-223,7,3,-534,25,10,130
2031,39,0,-162,9,6,-381,37,11,256
2032,41,4,-211,5,18,-461,52,10,178
2033,31,2,-112,8,8,-407,52,14,99
2034,46,3,-268,9,18,-586,32,7,67
2035,30,2,-137,10,4,-332,25,10,137
2036,55,3,-162,7,22,-455,32,14,30
2037,41,0,-231,9,14,-484,24,7,254
2038,42,7,-161,6,26,-435,43,35,32
2039,47,0,-204,10,33,-526,34,13,150
2040,38,0,-207,8,14,-433,39,5,72
2041,31,0,-146,9,8,-306,40,17,174
2042,32,0,-230,11,3,-429,44,11,214
2043,19,3,-112,7,9,-307,53,7,184
2044,42,0,-191,7,17,-453,44,22,187
2045,39,2,-16,7,21,-295,41,21,203
2046,39,3,-149,7,16,-451,31,7,237

min,,0
max,,12
steps,,8
decimal
