year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,20,-5,-111,195
1988,142,107,-179,227
1989,-19,-136,-318,44
1990,11,-75,-356,288
1991,69,-179,-268,155
1992,18,-3,-87,226
1993,-79,-71,181,296
1994,44,-33,-168,123
1995,142,-81,-190,74
1996,20,-186,-167,182
1997,-71,-197,-276,69
1998,-57,-69,-165,47
1999,108,-119,-35,103
2000,-4,-181,-222,200
2001,112,-111,-166,2
2002,1,-156,-69,338
2003,-54,-316,-364,244
2004,11,-271,-228,157
2005,-22,-130,-235,145
2006,74,-241,-202,72
2007,37,-73,-235,1
2008,6,-99,-5,94
2009,29,-252,-317,127
2010,112,-38,-284,101
2011,32,-239,-154,125
2012,-69,-81,-237,228
2013,81,-91,-196,189
2014,187,-254,-70,130
2015,64,-203,-228,50
2016,51,-167,-291,180
