year,A1,A2,A3
,label A1,label A2,label A3
1987,42,2578,259
1988,26,2652,222
1989,10,2579,98
1990,23,2240,168
1991,29,2405,253
1992,30,2701,241
1993,20,2610,172
1994,28,2280,214
1995,35,2575,205
1996,12,2544,113
1997,30,2562,243
1998,34,2820,237
1999,18,2718,144
2000,25,2322,225
2001,30,2542,202
2002,25,2658,196
2003,42,2262,295
2004,35,2545,202
2005,10,2583,116
2006,28,2735,185
2007,43,2511,257
2008,40,2406,261
2009,21,2510,175
2010,40,2624,269
2011,27,2628,182
2012,29,2537,209
2013,38,2539,261
2014,33,2561,223
2015,31,2885,254
2016,25,2592,188
2016
2017,63,2195,427
2018,73,2194,487
2019,31,2483,230
2020,56,2440,360
2021,71,2234,573
2022,53,2559,360
2023,41,2369,314
2024,43,2444,331
2025,68,2134,442
2026,45,2207,338
2027,39,2632,300
2028,60,2472,384
2029,50,2159,343
2030,43,2385,313
2031,59,2121,360
2032,57,2399,377
2033,44,2481,282
2034,78,2070,516
2035,32,2180,247
2036,84,2332,525
2037,65,2131,425
2038,72,2682,490
2039,78,2191,539
2040,40,2366,318
2041,45,2290,295
2042,44,2437,294
2043,51,2273,303
2044,57,2322,406
2045,69,2444,441
2046,56,2385,399

min,,1700
max,,3050
steps,,10
decimal



