year,annual-hydric-deficit
1987,98
1988,297
1989,-429
1990,-132
1991,-223
1992,154
1993,327
1994,-33
1995,-54
1996,-151
1997,-475
1998,-245
1999,57
2000,-206
2001,-163
2002,114
2003,-489
2004,-331
2005,-241
2006,-297
2007,-269
2008,-4
2009,-412
2010,-109
2011,-234
2012,-159
2013,-16
2014,-7
2015,-317
2016,-227
