year,annual-estival-days
1987,55
1988,56
1989,54
1990,53
1991,58
1992,82
1993,74
1994,84
1995,82
1996,60
1997,67
1998,57
1999,81
2000,81
2001,66
2002,90
2003,98
2004,56
2005,60
2006,64
2007,84
2008,76
2009,86
2010,60
2011,80
2012,94
2013,76
2014,75
2015,86
2016,84
