year,annual-frozen-days
1987,96
1988,97
1989,92
1990,89
1991,91
1992,99
1993,112
1994,93
1995,98
1996,110
1997,118
1998,106
1999,112
2000,88
2001,90
2002,98
2003,126
2004,100
2005,118
2006,93
2007,78
2008,87
2009,72
2010,99
2011,112
2012,99
2013,95
2014,57
2015,85
2016,84
