year,annual-average-temperature
1987,9.1
1988,9.8
1989,10.1
1990,9.9
1991,9.7
1992,10.3
1993,9.5
1994,10.8
1995,10.0
1996,9.6
1997,9.4
1998,9.6
1999,10.1
2000,10.7
2001,10.0
2002,10.4
2003,9.8
2004,9.7
2005,9.6
2006,9.9
2007,11.2
2008,10.6
2009,10.5
2010,9.8
2011,10.1
2012,10.4
2013,10.6
2014,11.6
2015,11.3
2016,10.7
